Chromosome,Type,Start,End,Strand,ID,Alias,Name,Derivation
chr10,miRNA,94586178,94586199,-,MIMAT0028390,MIMAT0028390,mmu-miR-7211-5p,MI0023706
chr10,miRNA,94586137,94586159,-,MIMAT0028391,MIMAT0028391,mmu-miR-7211-3p,MI0023706
chr10,miRNA_primary_transcript,95559231,95559321,-,MI0004418,MI0004418,mmu-mir-3058,NA
chr10,miRNA,95559286,95559308,-,MIMAT0014813,MIMAT0014813,mmu-miR-3058-5p,MI0004418
chr10,miRNA,95559244,95559264,-,MIMAT0014814,MIMAT0014814,mmu-miR-3058-3p,MI0004418
chr10,miRNA_primary_transcript,97423478,97423562,+,MI0016975,MI0016975,mmu-mir-3966,NA
chr10,miRNA,97423493,97423513,+,MIMAT0019350,MIMAT0019350,mmu-miR-3966,MI0016975
chr10,miRNA_primary_transcript,101772692,101772772,+,MI0004412,MI0004412,mmu-mir-3059,NA
chr10,miRNA,101772704,101772725,+,MIMAT0014811,MIMAT0014811,mmu-miR-3059-5p,MI0004412
chr10,miRNA,101772740,101772761,+,MIMAT0014812,MIMAT0014812,mmu-miR-3059-3p,MI0004412
chr10,miRNA_primary_transcript,104287269,104287376,+,MI0021948,MI0021948,mmu-mir-6411,NA
chr10,miRNA,104287290,104287310,+,MIMAT0025164,MIMAT0025164,mmu-miR-6411,MI0021948
chr10,miRNA_primary_transcript,111185630,111185698,+,MI0040618,MI0040618,mmu-mir-12180,NA
chr10,miRNA,111185680,111185697,+,MIMAT0049825,MIMAT0049825,mmu-miR-12180-3p,MI0040618
chr10,miRNA_primary_transcript,120447991,120448110,-,MI0004516,MI0004516,mmu-mir-763,NA
chr10,miRNA,120448052,120448073,-,MIMAT0003896,MIMAT0003896,mmu-miR-763,MI0004516
chr10,miRNA_primary_transcript,122648339,122648435,+,MI0021949,MI0021949,mmu-mir-6412,NA
chr10,miRNA,122648412,122648433,+,MIMAT0025165,MIMAT0025165,mmu-miR-6412,MI0021949
chr10,miRNA_primary_transcript,122679315,122679415,+,MI0026034,MI0026034,mmu-mir-8104,NA
chr10,miRNA,122679336,122679357,+,MIMAT0031408,MIMAT0031408,mmu-miR-8104,MI0026034
chr10,miRNA_primary_transcript,122985640,122985724,-,MI0000138,MI0000138,mmu-let-7i,NA
chr10,miRNA,122985698,122985719,-,MIMAT0000122,MIMAT0000122,mmu-let-7i-5p,MI0000138
chr10,miRNA,122985642,122985663,-,MIMAT0004520,MIMAT0004520,mmu-let-7i-3p,MI0000138
chr10,miRNA_primary_transcript,126710282,126710391,-,MI0021951,MI0021951,mmu-mir-378d,NA
chr10,miRNA,126710355,126710376,-,MIMAT0025167,MIMAT0025167,mmu-miR-378d,MI0021951
chr10,miRNA_primary_transcript,126995530,126995613,+,MI0000706,MI0000706,mmu-mir-26a-2,NA
chr10,miRNA,126995543,126995564,+,MIMAT0000533,MIMAT0000533,mmu-miR-26a-5p,MI0000706
chr10,miRNA,126995581,126995602,+,MIMAT0017058,MIMAT0017058,mmu-miR-26a-2-3p,MI0000706
chr10,miRNA_primary_transcript,126998440,126998560,+,MI0003517,MI0003517,mmu-mir-546,NA
chr10,miRNA,126998471,126998486,+,MIMAT0003166,MIMAT0003166,mmu-miR-546,MI0003517
chr10,miRNA_primary_transcript,128085286,128085363,+,MI0004634,MI0004634,mmu-mir-677,NA
chr10,miRNA,128085291,128085312,+,MIMAT0003451,MIMAT0003451,mmu-miR-677-5p,MI0004634
chr10,miRNA,128085335,128085360,+,MIMAT0017246,MIMAT0017246,mmu-miR-677-3p,MI0004634
chr10,miRNA_primary_transcript,128382838,128382906,+,MI0022761,MI0022761,mmu-mir-6914,NA
chr10,miRNA,128382843,128382866,+,MIMAT0027728,MIMAT0027728,mmu-miR-6914-5p,MI0022761
chr10,miRNA,128382882,128382900,+,MIMAT0027729,MIMAT0027729,mmu-miR-6914-3p,MI0022761
chr10,miRNA_primary_transcript,128388832,128388900,+,MI0022762,MI0022762,mmu-mir-6915,NA
chr10,miRNA,128388837,128388860,+,MIMAT0027730,MIMAT0027730,mmu-miR-6915-5p,MI0022762
chr10,miRNA,128388879,128388900,+,MIMAT0027731,MIMAT0027731,mmu-miR-6915-3p,MI0022762
chr10,miRNA_primary_transcript,128458680,128458768,+,MI0026035,MI0026035,mmu-mir-8105,NA
chr10,miRNA,128458732,128458753,+,MIMAT0031409,MIMAT0031409,mmu-miR-8105,MI0026035
chr10,miRNA_primary_transcript,128511968,128512030,-,MI0022763,MI0022763,mmu-mir-6916,NA
chr10,miRNA,128512005,128512025,-,MIMAT0027732,MIMAT0027732,mmu-miR-6916-5p,MI0022763
chr10,miRNA,128511968,128511989,-,MIMAT0027733,MIMAT0027733,mmu-miR-6916-3p,MI0022763
chr10,miRNA_primary_transcript,128584437,128584497,-,MI0022764,MI0022764,mmu-mir-6917,NA
chr10,miRNA,128584472,128584492,-,MIMAT0027734,MIMAT0027734,mmu-miR-6917-5p,MI0022764
chr10,miRNA,128584437,128584458,-,MIMAT0027735,MIMAT0027735,mmu-miR-6917-3p,MI0022764
chr11,miRNA_primary_transcript,4139364,4139446,+,MI0014022,MI0014022,mmu-mir-3060,NA
chr11,miRNA,4139377,4139396,+,MIMAT0014826,MIMAT0014826,mmu-miR-3060-5p,MI0014022
chr11,miRNA,4139413,4139434,+,MIMAT0014827,MIMAT0014827,mmu-miR-3060-3p,MI0014022
chr11,miRNA_primary_transcript,4891345,4891402,+,MI0022765,MI0022765,mmu-mir-6918,NA
chr11,miRNA,4891350,4891372,+,MIMAT0027736,MIMAT0027736,mmu-miR-6918-5p,MI0022765
chr11,miRNA,4891381,4891402,+,MIMAT0027737,MIMAT0027737,mmu-miR-6918-3p,MI0022765
chr11,miRNA_primary_transcript,6401630,6401693,+,MI0024989,MI0024989,mmu-mir-7651,NA
chr11,miRNA,6401630,6401651,+,MIMAT0029804,MIMAT0029804,mmu-miR-7651-5p,MI0024989
chr11,miRNA,6401670,6401693,+,MIMAT0029805,MIMAT0029805,mmu-miR-7651-3p,MI0024989
chr11,miRNA_primary_transcript,21344588,21344675,-,MI0009922,MI0009922,mmu-mir-1933,NA
chr11,miRNA,21344640,21344663,-,MIMAT0009396,MIMAT0009396,mmu-miR-1933-5p,MI0009922
chr11,miRNA,21344600,21344621,-,MIMAT0009397,MIMAT0009397,mmu-miR-1933-3p,MI0009922
chr11,miRNA_primary_transcript,26202240,26202348,+,MI0021901,MI0021901,mmu-mir-6372,NA
chr11,miRNA,26202258,26202280,+,MIMAT0025116,MIMAT0025116,mmu-miR-6372,MI0021901
chr11,miRNA_primary_transcript,28746191,28746276,+,MI0004126,MI0004126,mmu-mir-216b,NA
chr11,miRNA,28746204,28746225,+,MIMAT0003729,MIMAT0003729,mmu-miR-216b-5p,MI0004126
chr11,miRNA,28746244,28746265,+,MIMAT0017233,MIMAT0017233,mmu-miR-216b-3p,MI0004126
chr11,miRNA_primary_transcript,28746198,28746266,-,MI0025032,MI0025032,mmu-mir-216c,NA
chr11,miRNA,28746244,28746266,-,MIMAT0029888,MIMAT0029888,mmu-miR-216c-5p,MI0025032
chr11,miRNA,28746198,28746220,-,MIMAT0029889,MIMAT0029889,mmu-miR-216c-3p,MI0025032
chr11,miRNA_primary_transcript,28757012,28757083,+,MI0000699,MI0000699,mmu-mir-216a,NA
chr11,miRNA,28757018,28757039,+,MIMAT0000662,MIMAT0000662,mmu-miR-216a-5p,MI0000699
chr11,miRNA,28757058,28757079,+,MIMAT0017054,MIMAT0017054,mmu-miR-216a-3p,MI0000699
chr11,miRNA_primary_transcript,28763728,28763835,+,MI0000731,MI0000731,mmu-mir-217,NA
chr11,miRNA,28763761,28763783,+,MIMAT0000679,MIMAT0000679,mmu-miR-217-5p,MI0000731
chr11,miRNA,28763798,28763820,+,MIMAT0017072,MIMAT0017072,mmu-miR-217-3p,MI0000731
chr11,miRNA_primary_transcript,35616816,35616925,+,MI0000701,MI0000701,mmu-mir-218-2,NA
chr11,miRNA,35616840,35616860,+,MIMAT0000663,MIMAT0000663,mmu-miR-218-5p,MI0000701
chr11,miRNA,35616882,35616903,+,MIMAT0005444,MIMAT0005444,mmu-miR-218-2-3p,MI0000701
chr11,miRNA_primary_transcript,35782396,35782481,+,MI0000587,MI0000587,mmu-mir-103-1,NA
chr11,miRNA,35782410,35782432,+,MIMAT0017024,MIMAT0017024,mmu-miR-103-1-5p,MI0000587
chr11,miRNA,35782447,35782469,+,MIMAT0000546,MIMAT0000546,mmu-miR-103-3p,MI0000587
chr11,miRNA_primary_transcript,43374397,43374461,-,MI0000170,MI0000170,mmu-mir-146a,NA
chr11,miRNA,43374435,43374456,-,MIMAT0000158,MIMAT0000158,mmu-miR-146a-5p,MI0000170
chr11,miRNA,43374399,43374420,-,MIMAT0016989,MIMAT0016989,mmu-miR-146a-3p,MI0000170
chr11,miRNA_primary_transcript,46102270,46102390,+,MI0026029,MI0026029,mmu-mir-8100,NA
chr11,miRNA,46102300,46102322,+,MIMAT0031403,MIMAT0031403,mmu-miR-8100,MI0026029
chr11,miRNA_primary_transcript,46170087,46170143,+,MI0023734,MI0023734,mmu-mir-7239,NA
chr11,miRNA,46170087,46170106,+,MIMAT0028446,MIMAT0028446,mmu-miR-7239-5p,MI0023734
chr11,miRNA,46170124,46170143,+,MIMAT0028447,MIMAT0028447,mmu-miR-7239-3p,MI0023734
chr11,miRNA_primary_transcript,50069702,50069799,+,MI0000623,MI0000623,mmu-mir-340,NA
chr11,miRNA,50069720,50069741,+,MIMAT0004651,MIMAT0004651,mmu-miR-340-5p,MI0000623
chr11,miRNA,50069762,50069783,+,MIMAT0000586,MIMAT0000586,mmu-miR-340-3p,MI0000623
chr11,miRNA_primary_transcript,50232245,50232306,+,MI0022766,MI0022766,mmu-mir-6919,NA
chr11,miRNA,50232250,50232272,+,MIMAT0027738,MIMAT0027738,mmu-miR-6919-5p,MI0022766
chr11,miRNA,50232286,50232306,+,MIMAT0027739,MIMAT0027739,mmu-miR-6919-3p,MI0022766
chr11,miRNA_primary_transcript,50357785,50357879,-,MI0005203,MI0005203,mmu-mir-804,NA
chr11,miRNA,50357799,50357820,-,MIMAT0004210,MIMAT0004210,mmu-miR-804,MI0005203
chr11,miRNA_primary_transcript,52126746,52126836,+,MI0014023,MI0014023,mmu-mir-3061,NA
chr11,miRNA,52126759,52126780,+,MIMAT0014828,MIMAT0014828,mmu-miR-3061-5p,MI0014023
chr11,miRNA,52126804,52126825,+,MIMAT0014829,MIMAT0014829,mmu-miR-3061-3p,MI0014023
chr11,miRNA_primary_transcript,53409197,53409267,+,MI0022767,MI0022767,mmu-mir-6920,NA
chr11,miRNA,53409202,53409223,+,MIMAT0027740,MIMAT0027740,mmu-miR-6920-5p,MI0022767
chr11,miRNA,53409245,53409265,+,MIMAT0027741,MIMAT0027741,mmu-miR-6920-3p,MI0022767
chr11,miRNA_primary_transcript,53763597,53763654,-,MI0025011,MI0025011,mmu-mir-7671,NA
chr11,miRNA,53763632,53763654,-,MIMAT0029848,MIMAT0029848,mmu-miR-7671-5p,MI0025011
chr11,miRNA,53763597,53763618,-,MIMAT0029849,MIMAT0029849,mmu-miR-7671-3p,MI0025011
chr11,miRNA_primary_transcript,55501226,55501281,+,MI0024992,MI0024992,mmu-mir-7652,NA
chr11,miRNA,55501226,55501247,+,MIMAT0029810,MIMAT0029810,mmu-miR-7652-5p,MI0024992
chr11,miRNA,55501261,55501281,+,MIMAT0029811,MIMAT0029811,mmu-miR-7652-3p,MI0024992
chr11,miRNA_primary_transcript,60200538,60200617,-,MI0022768,MI0022768,mmu-mir-6921,NA
chr11,miRNA,60200591,60200612,-,MIMAT0027742,MIMAT0027742,mmu-miR-6921-5p,MI0022768
chr11,miRNA,60200538,60200558,-,MIMAT0027743,MIMAT0027743,mmu-miR-6921-3p,MI0022768
chr11,miRNA_primary_transcript,60202262,60202327,-,MI0022769,MI0022769,mmu-mir-6922,NA
chr11,miRNA,60202300,60202322,-,MIMAT0027744,MIMAT0027744,mmu-miR-6922-5p,MI0022769
chr11,miRNA,60202262,60202284,-,MIMAT0027745,MIMAT0027745,mmu-miR-6922-3p,MI0022769
chr11,miRNA_primary_transcript,60728663,60728726,+,MI0018008,MI0018008,mmu-mir-5100,NA
chr11,miRNA,60728698,60728718,+,MIMAT0020607,MIMAT0020607,mmu-miR-5100,MI0018008
chr11,miRNA_primary_transcript,65734733,65734832,-,MI0004124,MI0004124,mmu-mir-744,NA
chr11,miRNA,65734799,65734820,-,MIMAT0004187,MIMAT0004187,mmu-miR-744-5p,MI0004124
chr11,miRNA,65734742,65734763,-,MIMAT0004820,MIMAT0004820,mmu-miR-744-3p,MI0004124
chr11,miRNA_primary_transcript,67099804,67099875,+,MI0022770,MI0022770,mmu-mir-6923,NA
chr11,miRNA,67099804,67099827,+,MIMAT0027746,MIMAT0027746,mmu-miR-6923-5p,MI0022770
chr11,miRNA,67099855,67099875,+,MIMAT0027747,MIMAT0027747,mmu-miR-6923-3p,MI0022770
chr11,miRNA_primary_transcript,68220892,68221011,+,MI0021943,MI0021943,mmu-mir-6406,NA
chr11,miRNA,68220917,68220938,+,MIMAT0025159,MIMAT0025159,mmu-miR-6406,MI0021943
chr11,miRNA_primary_transcript,68990574,68990678,-,MI0014024,MI0014024,mmu-mir-3062,NA
chr11,miRNA,68990638,68990659,-,MIMAT0014830,MIMAT0014830,mmu-miR-3062-5p,MI0014024
chr11,miRNA,68990597,68990615,-,MIMAT0014831,MIMAT0014831,mmu-miR-3062-3p,MI0014024
chr11,miRNA_primary_transcript,69635400,69635519,-,MI0006293,MI0006293,mmu-mir-467f,NA
chr11,miRNA,69635419,69635439,-,MIMAT0005846,MIMAT0005846,mmu-miR-467f,MI0006293
chr11,miRNA_primary_transcript,69663043,69663125,+,MI0009923,MI0009923,mmu-mir-1934,NA
chr11,miRNA,69663055,69663077,+,MIMAT0009398,MIMAT0009398,mmu-miR-1934-5p,MI0009923
chr11,miRNA,69663092,69663113,+,MIMAT0017341,MIMAT0017341,mmu-miR-1934-3p,MI0009923
chr11,miRNA_primary_transcript,69882032,69882094,-,MI0022771,MI0022771,mmu-mir-6924,NA
chr11,miRNA,69882067,69882089,-,MIMAT0027748,MIMAT0027748,mmu-miR-6924-5p,MI0022771
chr11,miRNA,69882032,69882052,-,MIMAT0027749,MIMAT0027749,mmu-miR-6924-3p,MI0022771
chr11,miRNA_primary_transcript,70012043,70012131,+,MI0000595,MI0000595,mmu-mir-324,NA
chr11,miRNA,70012060,70012082,+,MIMAT0000555,MIMAT0000555,mmu-miR-324-5p,MI0000595
chr11,miRNA,70012095,70012114,+,MIMAT0000556,MIMAT0000556,mmu-miR-324-3p,MI0000595
chr11,miRNA_primary_transcript,70234692,70234816,-,MI0026030,MI0026030,mmu-mir-497b,NA
chr11,miRNA,70234763,70234786,-,MIMAT0031404,MIMAT0031404,mmu-miR-497b,MI0026030
chr11,miRNA_primary_transcript,70234717,70234800,+,MI0004636,MI0004636,mmu-mir-497a,NA
chr11,miRNA,70234730,70234751,+,MIMAT0003453,MIMAT0003453,mmu-miR-497a-5p,MI0004636
chr11,miRNA,70234770,70234790,+,MIMAT0017247,MIMAT0017247,mmu-miR-497a-3p,MI0004636
chr11,miRNA_primary_transcript,70235042,70235135,+,MI0000237,MI0000237,mmu-mir-195a,NA
chr11,miRNA,70235062,70235082,+,MIMAT0000225,MIMAT0000225,mmu-miR-195a-5p,MI0000237
chr11,miRNA,70235100,70235121,+,MIMAT0017000,MIMAT0017000,mmu-miR-195a-3p,MI0000237
chr11,miRNA_primary_transcript,70438255,70438318,+,MI0022966,MI0022966,mmu-mir-7115,NA
chr11,miRNA,70438256,70438279,+,MIMAT0028127,MIMAT0028127,mmu-miR-7115-5p,MI0022966
chr11,miRNA,70438297,70438318,+,MIMAT0028128,MIMAT0028128,mmu-miR-7115-3p,MI0022966
chr11,miRNA_primary_transcript,70705990,70706059,+,MI0022772,MI0022772,mmu-mir-6925,NA
chr11,miRNA,70705995,70706016,+,MIMAT0027750,MIMAT0027750,mmu-miR-6925-5p,MI0022772
chr11,miRNA,70706035,70706052,+,MIMAT0027751,MIMAT0027751,mmu-miR-6925-3p,MI0022772
chr11,miRNA_primary_transcript,72388756,72388864,+,MI0021866,MI0021866,mmu-mir-6338,NA
chr11,miRNA,72388765,72388785,+,MIMAT0025081,MIMAT0025081,mmu-miR-6338,MI0021866
chr11,miRNA_primary_transcript,74868127,74868194,-,MI0022773,MI0022773,mmu-mir-6926,NA
chr11,miRNA,74868168,74868189,-,MIMAT0027752,MIMAT0027752,mmu-miR-6926-5p,MI0022773
chr11,miRNA,74868127,74868147,-,MIMAT0027753,MIMAT0027753,mmu-miR-6926-3p,MI0022773
chr11,miRNA_primary_transcript,75173388,75173478,+,MI0000696,MI0000696,mmu-mir-212,NA
chr11,miRNA,75173403,75173425,+,MIMAT0017053,MIMAT0017053,mmu-miR-212-5p,MI0000696
chr11,miRNA,75173443,75173464,+,MIMAT0000659,MIMAT0000659,mmu-miR-212-3p,MI0000696
chr11,miRNA_primary_transcript,75173682,75173747,+,MI0000158,MI0000158,mmu-mir-132,NA
chr11,miRNA,75173686,75173707,+,MIMAT0016984,MIMAT0016984,mmu-miR-132-5p,MI0000158
chr11,miRNA,75173723,75173744,+,MIMAT0000144,MIMAT0000144,mmu-miR-132-3p,MI0000158
chr11,miRNA_primary_transcript,75463716,75463810,+,MI0000570,MI0000570,mmu-mir-22,NA
chr11,miRNA,75463734,75463755,+,MIMAT0004629,MIMAT0004629,mmu-miR-22-5p,MI0000570
chr11,miRNA,75463772,75463793,+,MIMAT0000531,MIMAT0000531,mmu-miR-22-3p,MI0000570
chr11,miRNA_primary_transcript,75551429,75551511,+,MI0016981,MI0016981,mmu-mir-3971,NA
chr11,miRNA,75551480,75551501,+,MIMAT0019356,MIMAT0019356,mmu-miR-3971,MI0016981
chr11,miRNA_primary_transcript,77078064,77078172,-,MI0004637,MI0004637,mmu-mir-423,NA
chr11,miRNA,77078122,77078144,-,MIMAT0004825,MIMAT0004825,mmu-miR-423-5p,MI0004637
chr11,miRNA,77078086,77078108,-,MIMAT0003454,MIMAT0003454,mmu-miR-423-3p,MI0004637
chr11,miRNA_primary_transcript,77467518,77467574,+,MI0040619,MI0040619,mmu-mir-12181,NA
chr11,miRNA,77467518,77467539,+,MIMAT0049826,MIMAT0049826,mmu-miR-12181-5p,MI0040619
chr11,miRNA,77467553,77467573,+,MIMAT0049827,MIMAT0049827,mmu-miR-12181-3p,MI0040619
chr11,miRNA_primary_transcript,78073005,78073070,+,MI0000168,MI0000168,mmu-mir-144,NA
chr11,miRNA,78073010,78073032,+,MIMAT0016988,MIMAT0016988,mmu-miR-144-5p,MI0000168
chr11,miRNA,78073047,78073066,+,MIMAT0000156,MIMAT0000156,mmu-miR-144-3p,MI0000168
chr11,miRNA_primary_transcript,78073170,78073241,-,MI0021960,MI0021960,mmu-mir-451b,NA
chr11,miRNA,78073219,78073239,-,MIMAT0025178,MIMAT0025178,mmu-miR-451b,MI0021960
chr11,miRNA_primary_transcript,78073170,78073241,+,MI0001730,MI0001730,mmu-mir-451a,NA
chr11,miRNA,78073186,78073207,+,MIMAT0001632,MIMAT0001632,mmu-miR-451a,MI0001730
chr11,miRNA_primary_transcript,78178827,78178887,+,MI0024993,MI0024993,mmu-mir-7653,NA
chr11,miRNA,78178827,78178848,+,MIMAT0029812,MIMAT0029812,mmu-miR-7653-5p,MI0024993
chr11,miRNA,78178866,78178887,+,MIMAT0029813,MIMAT0029813,mmu-miR-7653-3p,MI0024993
chr11,miRNA_primary_transcript,79711969,79712034,+,MI0000235,MI0000235,mmu-mir-193a,NA
chr11,miRNA,79711975,79711996,+,MIMAT0004544,MIMAT0004544,mmu-miR-193a-5p,MI0000235
chr11,miRNA,79712009,79712030,+,MIMAT0000223,MIMAT0000223,mmu-miR-193a-3p,MI0000235
chr11,miRNA_primary_transcript,79726400,79726511,+,MI0001645,MI0001645,mmu-mir-365-2,NA
chr11,miRNA,79726467,79726488,+,MIMAT0000711,MIMAT0000711,mmu-miR-365-3p,MI0001645
chr11,miRNA,79726428,79726450,+,MIMAT0017179,MIMAT0017179,mmu-miR-365-2-5p,MI0001645
chr11,miRNA_primary_transcript,82985003,82985065,-,MI0025024,MI0025024,mmu-mir-7679,NA
chr11,miRNA,82985046,82985065,-,MIMAT0029872,MIMAT0029872,mmu-miR-7679-5p,MI0025024
chr11,miRNA,82985003,82985026,-,MIMAT0029873,MIMAT0029873,mmu-miR-7679-3p,MI0025024
chr11,miRNA_primary_transcript,85760616,85760702,-,MI0018019,MI0018019,mmu-mir-5110,NA
chr11,miRNA,85760675,85760699,-,MIMAT0020618,MIMAT0020618,mmu-miR-5110,MI0018019
chr11,miRNA_primary_transcript,86584067,86584158,-,MI0000569,MI0000569,mmu-mir-21a,NA
chr11,miRNA,86584120,86584141,-,MIMAT0000530,MIMAT0000530,mmu-miR-21a-5p,MI0000569
chr11,miRNA,86584082,86584103,-,MIMAT0004628,MIMAT0004628,mmu-miR-21a-3p,MI0000569
chr11,miRNA_primary_transcript,86852604,86852658,-,MI0040620,MI0040620,mmu-mir-12182,NA
chr11,miRNA,86852636,86852657,-,MIMAT0049828,MIMAT0049828,mmu-miR-12182-5p,MI0040620
chr11,miRNA,86852604,86852625,-,MIMAT0049829,MIMAT0049829,mmu-miR-12182-3p,MI0040620
chr11,miRNA_primary_transcript,87113004,87113089,+,MI0000401,MI0000401,mmu-mir-301a,NA
chr11,miRNA,87113017,87113038,+,MIMAT0017008,MIMAT0017008,mmu-miR-301a-5p,MI0000401
chr11,miRNA,87113054,87113076,+,MIMAT0000379,MIMAT0000379,mmu-miR-301a-3p,MI0000401
chr11,miRNA_primary_transcript,87756841,87756955,-,MI0026028,MI0026028,mmu-mir-142b,NA
chr11,miRNA,87756906,87756925,-,MIMAT0031402,MIMAT0031402,mmu-miR-142b,MI0026028
chr11,miRNA_primary_transcript,87756864,87756927,+,MI0000167,MI0000167,mmu-mir-142a,NA
chr11,miRNA,87756867,87756887,+,MIMAT0000154,MIMAT0000154,mmu-miR-142a-5p,MI0000167
chr11,miRNA,87756903,87756925,+,MIMAT0000155,MIMAT0000155,mmu-miR-142a-3p,MI0000167
chr11,miRNA_primary_transcript,88352773,88352864,+,MI0016973,MI0016973,mmu-mir-378b,NA
chr11,miRNA,88352839,88352858,+,MIMAT0019348,MIMAT0019348,mmu-miR-378b,MI0016973
chr11,miRNA_primary_transcript,95963292,95963383,-,MI0014025,MI0014025,mmu-mir-3063,NA
chr11,miRNA,95963347,95963367,-,MIMAT0014832,MIMAT0014832,mmu-miR-3063-5p,MI0014025
chr11,miRNA,95963304,95963325,-,MIMAT0014833,MIMAT0014833,mmu-miR-3063-3p,MI0014025
chr11,miRNA_primary_transcript,96265164,96265265,+,MI0000552,MI0000552,mmu-mir-196a-1,NA
chr11,miRNA,96265187,96265208,+,MIMAT0000518,MIMAT0000518,mmu-miR-196a-5p,MI0000552
chr11,miRNA,96265225,96265246,+,MIMAT0017013,MIMAT0017013,mmu-miR-196a-1-3p,MI0000552
chr11,miRNA_primary_transcript,96317165,96317274,+,MI0000685,MI0000685,mmu-mir-10a,NA
chr11,miRNA,96317186,96317208,+,MIMAT0000648,MIMAT0000648,mmu-miR-10a-5p,MI0000685
chr11,miRNA,96317227,96317248,+,MIMAT0004659,MIMAT0004659,mmu-miR-10a-3p,MI0000685
chr11,miRNA_primary_transcript,96850393,96850465,+,MI0000174,MI0000174,mmu-mir-152,NA
chr11,miRNA,96850400,96850423,+,MIMAT0016991,MIMAT0016991,mmu-miR-152-5p,MI0000174
chr11,miRNA,96850439,96850459,+,MIMAT0000162,MIMAT0000162,mmu-miR-152-3p,MI0000174
chr11,miRNA_primary_transcript,97063768,97063874,+,MI0026033,MI0026033,mmu-mir-8103,NA
chr11,miRNA,97063829,97063849,+,MIMAT0031407,MIMAT0031407,mmu-miR-8103,MI0026033
chr11,miRNA_primary_transcript,97146364,97146419,-,MI0023730,MI0023730,mmu-mir-7235,NA
chr11,miRNA,97146402,97146419,-,MIMAT0028438,MIMAT0028438,mmu-miR-7235-5p,MI0023730
chr11,miRNA,97146364,97146386,-,MIMAT0028439,MIMAT0028439,mmu-miR-7235-3p,MI0023730
chr11,miRNA_primary_transcript,97677060,97677130,+,MI0022774,MI0022774,mmu-mir-6927,NA
chr11,miRNA,97677060,97677081,+,MIMAT0027754,MIMAT0027754,mmu-miR-6927-5p,MI0022774
chr11,miRNA,97677106,97677126,+,MIMAT0027755,MIMAT0027755,mmu-miR-6927-3p,MI0022774
chr11,miRNA_primary_transcript,97744897,97745035,+,MI0026032,MI0026032,mmu-mir-8102,NA
chr11,miRNA,97744974,97744995,+,MIMAT0031406,MIMAT0031406,mmu-miR-8102,MI0026032
chr11,miRNA_primary_transcript,98262606,98262662,+,MI0018028,MI0018028,mmu-mir-5119,NA
chr11,miRNA,98262638,98262656,+,MIMAT0020627,MIMAT0020627,mmu-miR-5119,MI0018028
chr11,miRNA_primary_transcript,100478411,100478480,-,MI0022967,MI0022967,mmu-mir-7116,NA
chr11,miRNA,100478455,100478475,-,MIMAT0028129,MIMAT0028129,mmu-miR-7116-5p,MI0022967
chr11,miRNA,100478411,100478432,-,MIMAT0028130,MIMAT0028130,mmu-miR-7116-3p,MI0022967
chr11,miRNA_primary_transcript,101030340,101030409,+,MI0022775,MI0022775,mmu-mir-6928,NA
chr11,miRNA,101030345,101030367,+,MIMAT0027756,MIMAT0027756,mmu-miR-6928-5p,MI0022775
chr11,miRNA,101030388,101030409,+,MIMAT0027757,MIMAT0027757,mmu-miR-6928-3p,MI0022775
chr11,miRNA_primary_transcript,101419187,101419253,-,MI0022776,MI0022776,mmu-mir-6929,NA
chr11,miRNA,101419228,101419248,-,MIMAT0027758,MIMAT0027758,mmu-miR-6929-5p,MI0022776
chr11,miRNA,101419187,101419209,-,MIMAT0027759,MIMAT0027759,mmu-miR-6929-3p,MI0022776
chr11,miRNA_primary_transcript,102230040,102230150,-,MI0026031,MI0026031,mmu-mir-8101,NA
chr11,miRNA,102230103,102230124,-,MIMAT0031405,MIMAT0031405,mmu-miR-8101,MI0026031
chr11,miRNA_primary_transcript,102404920,102404987,-,MI0022777,MI0022777,mmu-mir-6930,NA
chr11,miRNA,102404960,102404982,-,MIMAT0027760,MIMAT0027760,mmu-miR-6930-5p,MI0022777
chr11,miRNA,102404920,102404940,-,MIMAT0027761,MIMAT0027761,mmu-miR-6930-3p,MI0022777
chr11,miRNA_primary_transcript,102999848,102999921,-,MI0022778,MI0022778,mmu-mir-6931,NA
chr11,miRNA,102999896,102999916,-,MIMAT0027762,MIMAT0027762,mmu-miR-6931-5p,MI0022778
chr11,miRNA,102999848,102999868,-,MIMAT0027763,MIMAT0027763,mmu-miR-6931-3p,MI0022778
chr11,miRNA_primary_transcript,106782693,106782759,-,MI0014026,MI0014026,mmu-mir-3064,NA
chr11,miRNA,106782736,106782757,-,MIMAT0014834,MIMAT0014834,mmu-miR-3064-5p,MI0014026
chr11,miRNA,106782695,106782716,-,MIMAT0014835,MIMAT0014835,mmu-miR-3064-3p,MI0014026
chr11,miRNA_primary_transcript,107637722,107637779,+,MI0022779,MI0022779,mmu-mir-6932,NA
chr11,miRNA,107637727,107637748,+,MIMAT0027764,MIMAT0027764,mmu-miR-6932-5p,MI0022779
chr11,miRNA,107637759,107637779,+,MIMAT0027765,MIMAT0027765,mmu-miR-6932-3p,MI0022779
chr11,miRNA_primary_transcript,107996848,107996916,+,MI0023718,MI0023718,mmu-mir-7223,NA
chr11,miRNA,107996848,107996867,+,MIMAT0028414,MIMAT0028414,mmu-miR-7223-5p,MI0023718
